StationID,StationName,State,Latitude,Longitude,StationType
8636458,"Millenbeck, Corrotoman River",Virginia,+37.6683,-76.4867,Subordinate
8636522,Urbanna,Virginia,+37.6500,-76.5750,Subordinate
8636261,Bayport,Virginia,+37.7550,-76.6733,Subordinate
8635985,Wares Wharf,Virginia,+37.8733,-76.7833,Harmonic
8635881,Tappahannock,Virginia,+37.9300,-76.8567,Subordinate
8635554,Saunders Wharf,Virginia,+38.0900,-77.0333,Subordinate
8635299,Port Royal,Virginia,+38.1733,-77.1900,Subordinate
8635257,Rappahannock Bend,Virginia,+38.2133,-77.2433,Harmonic
8635171,Hopyard Landing,Virginia,+38.2433,-77.2267,Subordinate
8635154,Massaponax,Virginia,+38.2550,-77.4100,Subordinate
8636735,"Jackson Creek, Deltaville",Virginia,+37.5483,-76.3317,Subordinate
8636831,Dixie,Virginia,+37.5067,-76.4167,Subordinate
8637144,Wolf Trap Light,Virginia,+37.3900,-76.1900,Subordinate
8637199,"Mobjack, East River",Virginia,+37.3733,-76.3467,Subordinate
8637072,Belleville,Virginia,+37.4117,-76.4383,Subordinate
8637444,Browns Bay,Virginia,+37.3000,-76.4000,Subordinate
8637663,Tue Marshes Light,Virginia,+37.2350,-76.3850,Subordinate
8637686,"Yorktown, Goodwin Neck",Virginia,+37.2300,-76.4367,Subordinate
8637689,Yorktown Uscg Training Center,Virginia,+37.2267,-76.4783,Harmonic
8637624,Gloucester Point,Virginia,+37.2467,-76.5000,Harmonic
8637472,Cheatham Annex,Virginia,+37.2917,-76.5867,Subordinate
8636969,Roane Point,Virginia,+37.4467,-76.7083,Subordinate
8636769,West Point,Virginia,+37.5350,-76.7933,Subordinate
8636499,"Wakema (Fraziers Ferry), Mattaponi River",Virginia,+37.6500,-76.9000,Subordinate
8636653,Lester Manor,Virginia,+37.5833,-76.9900,Harmonic
8636558,Northbury,Virginia,+37.6250,-77.1217,Subordinate
8638051,"Messick Point, Back River",Virginia,+37.1083,-76.3183,Subordinate
8638288,Old Point Comfort,Virginia,+37.0033,-76.3150,Subordinate
8638610,Sewells Point,Virginia,+36.9467,-76.3300,Harmonic
8638514,Pig Point,Virginia,+36.9167,-76.4350,Subordinate
8638406,Town Point,Virginia,+36.8833,-76.5083,Subordinate
8638409,Hollidays Point (Kings Highway Bridge),Virginia,+36.8383,-76.5500,Subordinate
8638596,Craney Island Light,Virginia,+36.8917,-76.3383,Subordinate
8638671,Lafayette River,Virginia,+36.8842,-76.2759,Harmonic
8638339,Western Branch,Virginia,+36.8232,-76.3991,Harmonic
8638654,Norfolk,Virginia,+36.8517,-76.2983,Subordinate
8638660,"Portsmouth, Naval Shipyard",Virginia,+36.8217,-76.2933,Harmonic
8639348,Money Point,Virginia,+36.7783,-76.3017,Harmonic
8639414,Deep Creek Entrance,Virginia,+36.7550,-76.2933,Subordinate
8638379,Newport News,Virginia,+36.9733,-76.4333,Subordinate
8638401,Huntington Park,Virginia,+37.0133,-76.4583,Subordinate
8638407,Menchville,Virginia,+37.0817,-76.5250,Subordinate
8638418,"Smithfield, Pagan River",Virginia,+36.9833,-76.6300,Subordinate
8638017,"Fort Eustis (Marad), James River",Virginia,+37.1382,-76.6227,Harmonic
8638421,Burwell Bay,Virginia,+37.0567,-76.6683,Subordinate
8638424,Kingsmill,Virginia,+37.2200,-76.6633,Harmonic
8638433,Scotland,Virginia,+37.1850,-76.7833,Harmonic
8637712,Jamestown,Virginia,+37.2201,-76.7914,Harmonic
8638442,Ferry Point (Bridge),Virginia,+37.2633,-76.8767,Subordinate
8638441,Wright Island Landing,Virginia,+37.3450,-76.8750,Subordinate
8638449,Claremont,Virginia,+37.2317,-76.9483,Subordinate
8638450,"Tettington, James River",Virginia,+37.2400,-76.9433,Harmonic
8638455,Sturgeon Point,Virginia,+37.3067,-77.0067,Subordinate
8638464,Wilcox Wharf,Virginia,+37.3150,-77.0983,Harmonic
8638476,"Jordan Point, James River",Virginia,+37.3133,-77.2233,Subordinate
8638481,Hopewell,Virginia,+37.3133,-77.2700,Harmonic
8638489,Puddledock,Virginia,+37.2667,-77.3717,Harmonic
8638478,Haxall,Virginia,+37.3733,-77.2433,Subordinate
8638491,"Chester, James River",Virginia,+37.3833,-77.3783,Subordinate
8638486,Meadowville,Virginia,+37.3783,-77.3233,Subordinate
8636941,"Richmond Deepwater Terminal, James River",Virginia,+37.4596,-77.4208,Harmonic
8638495,"Richmond River Locks, James River",Virginia,+37.5250,-77.4200,Harmonic
8638776,"Little Creek, Nab",Virginia,+36.9117,-76.1750,Subordinate
8638863,Chesapeake Bay Bridge Tunnel,Virginia,+36.9667,-76.1133,Harmonic
8638888,"Lynnhaven Inlet, Virginia Pilots Dock",Virginia,+36.9067,-76.0900,Subordinate
8638867,Bayville,Virginia,+36.8933,-76.1050,Subordinate
8638854,Buchanan Creek Entrance,Virginia,+36.8617,-76.1150,Subordinate
8638922,Brown Cove,Virginia,+36.8750,-76.0617,Subordinate
8638923,Broad Bay Canal,Virginia,+36.9017,-76.0617,Subordinate
8638916,Long Creek,Virginia,+36.9033,-76.0700,Subordinate
8577940,"Cornfield Harbor, Md.",Washington DC,+38.0600,-76.3617,Subordinate
8635750,Lewisetta,Washington DC,+37.9961,-76.4644,Harmonic
8635762,"Travis Point, Coan River, Va.",Washington DC,+37.9967,-76.4667,Subordinate
8635671,"Kinsale, Yeocomico River, Va.",Washington DC,+38.0317,-76.5767,Subordinate
8578240,Piney Point,Washington DC,+38.1333,-76.5333,Subordinate
8635485,"Ragged Point, Coles Neck, Va.",Washington DC,+38.1417,-76.6133,Subordinate
8635409,"Mount Holly, Nomini Creek, Va.",Washington DC,+38.0983,-76.7350,Subordinate
8578465,"Colton Point, Md.",Washington DC,+38.2233,-76.7483,Subordinate
8578551,"Mills Point (South Of), Wicomico Riv., Md.",Washington DC,+38.3267,-76.8333,Subordinate
8635150,"Colonial Beach, Potomac River",Washington DC,+38.2517,-76.9600,Harmonic
8635027,"Dahlgren, Upper Machodoc Creek, Va.",Washington DC,+38.3200,-77.0367,Subordinate
8578693,"Lower Cedar Point, Md.",Washington DC,+38.3417,-76.9767,Subordinate
8634892,"Mathias Point, Va.",Washington DC,+38.3983,-77.0533,Subordinate
8578769,"Goose Creek, Port Tobacco River, Md.",Washington DC,+38.4533,-77.0533,Subordinate
8578853,"Riverside, Md.",Washington DC,+38.3867,-77.1450,Subordinate
8634858,"Aquia Creek, Va.",Washington DC,+38.4183,-77.3533,Subordinate
8578931,"Clifton Beach, Smith Point, Md.",Washington DC,+38.4133,-77.2667,Subordinate
8578984,"Liverpool Point, Md.",Washington DC,+38.4600,-77.2700,Subordinate
8634689,"Quantico, Va.",Washington DC,+38.5200,-77.2867,Subordinate
8579381,"Indian Head, Md.",Washington DC,+38.6017,-77.1850,Subordinate
8579629,"Marshall Hall, Md.",Washington DC,+38.6867,-77.1017,Subordinate
8634214,"Alexandria, Va.",Washington DC,+38.8050,-77.0383,Subordinate
8590111,"Bellevue, D.C.",Washington DC,+38.8267,-77.0267,Subordinate
8594900,Washington,Washington DC,+38.8733,-77.0217,Harmonic
8593005,Washington Naval Yard,Washington DC,+38.8717,-76.9950,Subordinate
8593545,Kingman Lake,Washington DC,+38.8950,-76.9683,Subordinate
8593909,Kenilworth Aquatic Garden,Washington DC,+38.9100,-76.9550,Subordinate
8579997,"Bladensburg, Md.",Washington DC,+38.9333,-76.9383,Harmonic
8651370,Duck,North Carolina,+36.1833,-75.7467,Harmonic
8651605,Kitty Hawk (Ocean),North Carolina,+36.1017,-75.7100,Subordinate
8652226,"Jennettes Pier, Nags Head (Ocean)",North Carolina,+35.9100,-75.5917,Subordinate
8652591,Roanoke Sound Channel,North Carolina,+35.7983,-75.5833,Subordinate
8652587,Oregon Inlet Marina,North Carolina,+35.7950,-75.5483,Harmonic
TEC2771,Oregon Inlet,North Carolina,+35.7667,-75.5167,Subordinate
8652678,Oregon Inlet (Uscg Station),North Carolina,+35.7683,-75.5267,Harmonic
8652659,Oregon Inlet Bridge,North Carolina,+35.7733,-75.5383,Subordinate
8652657,Oregon Inlet Channel,North Carolina,+35.7733,-75.5583,Subordinate
8652648,Old House Channel,North Carolina,+35.7767,-75.5850,Subordinate
8652737,Davis Slough,North Carolina,+35.7483,-75.5533,Subordinate
8653215,"Rodanthe, Pamlico Sound",North Carolina,+35.5950,-75.4717,Subordinate
8652547,Roanoke Marshes Light,North Carolina,+35.8117,-75.7000,Harmonic
8652437,Oyster Creek,North Carolina,+35.8450,-75.6550,Harmonic
8652247,Manns Harbor,North Carolina,+35.9033,-75.7700,Harmonic
TEC2789,Cape Hatteras,North Carolina,+35.2333,-75.5167,Subordinate
8654400,Cape Hatteras Fishing Pier,North Carolina,+35.2233,-75.6350,Harmonic
8654467,Uscg Station Hatteras,North Carolina,+35.2086,-75.7042,Harmonic
8653951,Peter'S Ditch,North Carolina,+35.3501,-75.5120,Harmonic
TEC2791,Hatteras Inlet,North Carolina,+35.2000,-75.7333,Subordinate
TEC2793,Ocracoke Inlet,North Carolina,+35.0667,-76.0167,Subordinate
8654792,"Ocracoke, Ocracoke Island",North Carolina,+35.1150,-75.9883,Harmonic
8656841,Cape Lookout Bight,North Carolina,+34.6133,-76.5383,Harmonic
8656937,Cape Lookout (Ocean),North Carolina,+34.6083,-76.5283,Subordinate
TEC2801,"Shell Point, Harkers Island",North Carolina,+34.6833,-76.5333,Subordinate
8656503,Harkers Island Bridge,North Carolina,+34.7150,-76.5783,Subordinate
8656201,Core Sound,North Carolina,+34.7968,-76.4555,Harmonic
8656554,Channel Marker Lt. 59,North Carolina,+34.7033,-76.6200,Subordinate
8656539,Lenoxville Point,North Carolina,+34.7083,-76.6200,Subordinate
8656225,North River Bridge,North Carolina,+34.7917,-76.6083,Subordinate
8656569,Beaufort Inlet Channel Range,North Carolina,+34.6983,-76.6650,Subordinate
8656518,"Beaufort, Taylor Creek",North Carolina,+34.7117,-76.6450,Subordinate
8656483,Beaufort,North Carolina,+34.7200,-76.6700,Harmonic
8656451,Gallant Channel,North Carolina,+34.7283,-76.6683,Subordinate
8656306,Newport River (Yacht Club),North Carolina,+34.7683,-76.6717,Subordinate
8656084,Core Creek Bridge,North Carolina,+34.8250,-76.6900,Subordinate
8656571,"Fort Macon, Uscg Station",North Carolina,+34.6983,-76.6817,Subordinate
8656496,Morehead City,North Carolina,+34.7183,-76.6950,Subordinate
8656502,Morehead City Harbor,North Carolina,+34.7200,-76.7108,Subordinate
8656590,Atlantic Beach Triple S Pier,North Carolina,+34.6933,-76.7117,Harmonic
8656583,"Triple Ess Marina, Bogue Sd.",North Carolina,+34.6950,-76.7117,Subordinate
8656499,Atlantic Beach Bridge,North Carolina,+34.7183,-76.7367,Subordinate
TEC2831,N.C. State Fisheries,North Carolina,+34.7167,-76.7500,Subordinate
8656467,Spooners Creek,North Carolina,+34.7250,-76.8033,Harmonic
8656566,"Coral Bay, Atlantic Beach",North Carolina,+34.7000,-76.7683,Subordinate
8657167,New River Inlet,North Carolina,+34.5333,-77.3417,Subordinate
8657419,Ocean City Beach (Fishing Pier),North Carolina,+34.4517,-77.4950,Subordinate
TEC2841,New Topsail Inlet,North Carolina,+34.3667,-77.6333,Subordinate
8658163,Wrightsville Beach,North Carolina,+34.2133,-77.7867,Harmonic
8658559,Wilmington Beach,North Carolina,+34.0317,-77.8933,Subordinate
TEC2847,Cape Fear,North Carolina,+33.8500,-77.9667,Subordinate
8658901,Bald Head,North Carolina,+33.8800,-78.0017,Subordinate
8659086,Fort Caswell,North Carolina,+33.8967,-78.0167,Subordinate
8659084,Southport,North Carolina,+33.9150,-78.0183,Harmonic
8658741,Zekes Island,North Carolina,+33.9500,-77.9517,Harmonic
8658715,Federal Point,North Carolina,+33.9617,-77.9400,Subordinate
8658654,"Sunny Point Army Base, Wharf No.1",North Carolina,+33.9900,-77.9567,Subordinate
8658622,Reaves Point,North Carolina,+34.0033,-77.9550,Subordinate
8658579,"Sunny Point Army Base, Wharf No.3",North Carolina,+34.0233,-77.9467,Harmonic
8658501,Orton Point,North Carolina,+34.0567,-77.9400,Subordinate
8658120,Wilmington,North Carolina,+34.2267,-77.9533,Harmonic
TEC2863,"Castle Hayne, Northeast River",North Carolina,+34.3500,-77.9333,Subordinate
TEC2865,"Bannermans Branch, Northeast River",North Carolina,+34.5833,-77.7667,Subordinate
8659182,"Oak Island, Atlantic Ocean",North Carolina,+33.9017,-78.0817,Harmonic
TEC2869,Lockwoods Folly Inlet,North Carolina,+33.9167,-78.2333,Subordinate
8659665,Shallotte Inlet (Bowen Point),North Carolina,+33.9150,-78.3733,Subordinate
TEC2873,Tubbs Inlet,North Carolina,+33.8833,-78.4833,Subordinate
8659897,Sunset Beach,North Carolina,+33.8650,-78.5067,Harmonic
8659899,Sunset Beach Bridge,North Carolina,+33.8817,-78.5100,Subordinate
8660148,"Dunn Sound, Little River Inlet",South Carolina,+33.8583,-78.5700,Subordinate
8660147,"Dunn Sound, North End",South Carolina,+33.8600,-78.5800,Subordinate
8660195,"Dunn Sound, West End",South Carolina,+33.8517,-78.5883,Subordinate
8660098,"Little River Neck, North End",South Carolina,+33.8700,-78.5733,Subordinate
8660265,Cherry Grove (Inside),South Carolina,+33.8350,-78.6333,Subordinate
8660266,Hog Inlet Pier,South Carolina,+33.8367,-78.6067,Subordinate
8661070,Springmaid Pier,South Carolina,+33.6550,-78.9183,Harmonic
8661437,Garden City Pier (Ocean),South Carolina,+33.5750,-78.9967,Subordinate
8661419,"Garden City Bridge, Main Creek",South Carolina,+33.5783,-79.0033,Subordinate
8661582,Divine'S Dock,South Carolina,+33.5417,-79.0283,Subordinate
8661559,Smith'S Dock,South Carolina,+33.5450,-79.0450,Subordinate
8661529,"Captain Alex'S Marina, Parsonage Creek",South Carolina,+33.5517,-79.0367,Subordinate
8661609,"Oaks Creek, 0.5 Mi. Above Entrance",South Carolina,+33.5300,-79.0433,Subordinate
8661608,Allston Creek,South Carolina,+33.5317,-79.0533,Subordinate
8661684,"Oaks Creek, Upper End",South Carolina,+33.5117,-79.0683,Subordinate
8661867,Litchfield Beach Bridge,South Carolina,+33.4717,-79.1017,Subordinate
8661947,"Midway Inlet North, Pawleys Island",South Carolina,+33.4483,-79.1117,Subordinate
8661989,"Bennet'S Dock, Pawleys Island Creek",South Carolina,+33.4350,-79.1267,Subordinate
8662006,Pawleys Island Pier (Ocean),South Carolina,+33.4317,-79.1167,Subordinate
8662071,"Ward'S Dock, Pawleys Inlet",South Carolina,+33.4117,-79.1350,Subordinate
8662299,"Clambank Creek, Goat Island, North Inlet",South Carolina,+33.3333,-79.1933,Subordinate
8660121,Little River (Town),South Carolina,+33.8700,-78.6083,Subordinate
8660166,Nixon Crossroads,South Carolina,+33.8550,-78.6483,Subordinate
8660401,Myrtle Beach Airport,South Carolina,+33.8200,-78.7183,Subordinate
8660642,North Myrtle Beach,South Carolina,+33.7667,-78.8150,Subordinate
8660854,"Myrtle Beach, Combination Bridge",South Carolina,+33.7133,-78.9217,Subordinate
8660983,Socastee Bridge,South Carolina,+33.6867,-79.0050,Subordinate
TEC2929,Winyah Bay Entrance (South Jetty),South Carolina,+33.1833,-79.1500,Subordinate
8662747,Georgetown Lighthouse,South Carolina,+33.2233,-79.1850,Subordinate
8662746,South Island Plantation (C.G. Station),South Carolina,+33.2350,-79.2033,Subordinate
8662549,"South Island Ferry, Intracoastal Waterway",South Carolina,+33.2517,-79.2683,Subordinate
TEC2937,Frazier Point,South Carolina,+33.3167,-79.2833,Subordinate
8662926,Georgetown,South Carolina,+33.3617,-79.2800,Subordinate
8662237,Jacobs Wharf,South Carolina,+33.3633,-79.3550,Subordinate
8662216,Cumberland,South Carolina,+33.3700,-79.4333,Subordinate
8662953,"Windsor Plantation, Black River",South Carolina,+33.4150,-79.2500,Subordinate
8661686,Black River (South Of Dunbar),South Carolina,+33.5117,-79.3417,Subordinate
8661593,"Winea Plantation, Black River",South Carolina,+33.5350,-79.3883,Subordinate
8661734,"Mt. Pleasant Plantation, Black River",South Carolina,+33.4950,-79.4617,Subordinate
8661367,"Rhems, Black Mingo Creek, Black River",South Carolina,+33.6033,-79.4267,Subordinate
8661913,Weymouth Plantation,South Carolina,+33.4550,-79.2050,Subordinate
8661873,"Carr Creek, 1 Mile Above Entrance",South Carolina,+33.4650,-79.1867,Subordinate
8661866,South Of Sam Worth Game Management Area,South Carolina,+33.4683,-79.1883,Subordinate
8661741,Arundel Plantation,South Carolina,+33.4833,-79.1783,Subordinate
8661558,Holly Grove Plantation,South Carolina,+33.5517,-79.1767,Subordinate
8661299,Lower Topsaw Landing,South Carolina,+33.6083,-79.1517,Subordinate
8661093,Yauhannah Bridge,South Carolina,+33.6600,-79.1550,Subordinate
8662931,Waccamaw River Entrance,South Carolina,+33.3667,-79.2550,Subordinate
8661991,Hagley Landing,South Carolina,+33.4350,-79.1817,Subordinate
8661703,Thoroughfare Creek Entrance,South Carolina,+33.5067,-79.1450,Subordinate
8661493,Wachesaw Landing,South Carolina,+33.5600,-79.0850,Subordinate
8661347,Bull Creek Entrance,South Carolina,+33.5967,-79.0983,Subordinate
8661119,"Little Bull Creek Entrance, Bull Creek",South Carolina,+33.6017,-79.1183,Subordinate
8661139,Bucksport,South Carolina,+33.6467,-79.0950,Subordinate
8661067,Enterprise Landing,South Carolina,+33.6667,-79.0633,Subordinate
8660831,Keysfield,South Carolina,+33.7450,-79.0650,Subordinate
8660475,Pitch Landing,South Carolina,+33.8000,-79.0550,Subordinate
8660275,"Conway, Rr. Bridge",South Carolina,+33.8350,-79.0417,Subordinate
8660315,Grahamville,South Carolina,+33.8300,-78.9533,Subordinate
TEC2991,North Santee River Inlet,South Carolina,+33.1333,-79.2500,Subordinate
8663261,"Cedar Island, North Santee Bay",South Carolina,+33.1400,-79.2450,Subordinate
8662796,"Minim Creek Ent., Icww, North Santee Bay",South Carolina,+33.1950,-79.2750,Subordinate
8662793,North Santee Bridge,South Carolina,+33.2100,-79.3850,Subordinate
8663381,"Cedar Island Point, South Santee River",South Carolina,+33.1200,-79.2700,Subordinate
TEC3001,"Brown Island, South Santee River",South Carolina,+33.1500,-79.3333,Subordinate
8662799,"U.S. Highway 17 Bridge, South Santee River",South Carolina,+33.1850,-79.4067,Subordinate
8662670,"Pleasant Hill Landing, Santee River",South Carolina,+33.2450,-79.5217,Subordinate
8662405,"Jamestown Bridge, Santee River",South Carolina,+33.3050,-79.6783,Subordinate
8663101,Cape Romain,South Carolina,+33.0250,-79.3483,Subordinate
TEC3011,"Cape Romain, 46 Miles East Of",South Carolina,+33.1000,-78.4333,Subordinate
8663461,"Casino Creek, Icww",South Carolina,+33.1083,-79.3933,Subordinate
8664099,Five Fathom Creek Entrance,South Carolina,+33.0000,-79.4967,Subordinate
8663618,"Mcclellanville, Jeremy Creek",South Carolina,+33.0783,-79.4600,Subordinate
8663899,Harbor River Entrance,South Carolina,+33.0333,-79.5350,Subordinate
8663858,"Buck Hall, Awendaw Creek",South Carolina,+33.0400,-79.5600,Subordinate
TEC3023,Jack Creek Entrance,South Carolina,+32.9333,-79.5833,Subordinate
8664621,Wharf Creek Entrance,South Carolina,+32.9133,-79.6167,Subordinate
8664442,"Moores Landing, Icww, Sewee Bay",South Carolina,+32.9367,-79.6550,Subordinate
8664801,"Price Creek, North Capers Island",South Carolina,+32.8817,-79.6583,Subordinate
8664878,"Old Capers Landing, Santee Pass, Capers Island",South Carolina,+32.8700,-79.6867,Subordinate
8664992,"North Dewees Island, Capers Inlet",South Carolina,+32.8500,-79.7033,Subordinate
8664941,South Capers Island,South Carolina,+32.8567,-79.7067,Harmonic
8665111,"South Dewees Island, Dewees Inlet",South Carolina,+32.8333,-79.7267,Subordinate
8665167,Hamlin Sound,South Carolina,+32.8267,-79.7867,Subordinate
8665494,Isle Of Palms Pier,South Carolina,+32.7833,-79.7850,Subordinate
8665387,"Hamlin Creek, Isle Of Palms",South Carolina,+32.7867,-79.7917,Subordinate
8665552,"Breach Inlet, Isle Of Palms",South Carolina,+32.7767,-79.8117,Subordinate
TEC3047,Sullivans Island (Outer Coast),South Carolina,+32.7667,-79.8333,Subordinate
8665567,"Ben Sawyer Bridge, Icww",South Carolina,+32.7733,-79.8417,Subordinate
8665728,Fort Sumter,South Carolina,+32.7533,-79.8767,Subordinate
8665637,"The Cove, Fort Moultrie",South Carolina,+32.7633,-79.8567,Subordinate
8665726,Fort Johnson,South Carolina,+32.7517,-79.8983,Subordinate
8665426,Shem Creek,South Carolina,+32.7933,-79.8817,Subordinate
8665530,Charleston,South Carolina,+32.7817,-79.9250,Harmonic
TEC3061,"Shipyard Creek, 0.8 Mile Above Entrance.",South Carolina,+32.8333,-79.9500,Subordinate
8664945,"Clouter Creek, South Entrance",South Carolina,+32.8600,-79.9383,Subordinate
8664662,Army Depot,South Carolina,+32.9100,-79.9517,Harmonic
8664541,"Yeamans Hall, Goose Creek",South Carolina,+32.9250,-79.9867,Subordinate
8664589,"Hanahan, Turkey Creek, Goose Creek",South Carolina,+32.9183,-80.0117,Subordinate
8664688,"Clouter Creek, North Entrance",South Carolina,+32.9067,-79.9350,Subordinate
8664515,"Snow Point, 0.4 Mi. North Of",South Carolina,+32.9483,-79.9317,Subordinate
8664022,General Dynamics Pier,South Carolina,+33.0083,-79.9233,Harmonic
8663757,"Dupont, Dean Hall",South Carolina,+33.0583,-79.9367,Subordinate
8663731,"Bonneau Ferry, East Branch",South Carolina,+33.0717,-79.8833,Subordinate
8663781,"Blessing Plantation, East Branch",South Carolina,+33.0550,-79.8800,Subordinate
8663665,"Richmond Plantation, East Branch",South Carolina,+33.0767,-79.8550,Subordinate
8663535,"Quinby Creek Bridge, East Branch",South Carolina,+33.0950,-79.8083,Subordinate
8663631,"Old Rice Mill, West Branch",South Carolina,+33.0783,-79.9250,Subordinate
8664131,"Back River Reservoir, West Branch",South Carolina,+32.9950,-79.9367,Subordinate
8663539,"Pimlico, West Branch",South Carolina,+33.0950,-79.9533,Subordinate
8665192,Hobcaw Point,South Carolina,+32.8217,-79.9000,Subordinate
8664782,"Parker Island, Horlbeck Creek",South Carolina,+32.8850,-79.8450,Subordinate
8664701,Nowell Creek,South Carolina,+32.9000,-79.9000,Subordinate
8664545,"Cainhoy, Wando River",South Carolina,+32.9267,-79.8300,Harmonic
8664611,Big Paradise Island,South Carolina,+32.9150,-79.7467,Subordinate
8664582,Woodville,South Carolina,+32.9200,-79.7333,Subordinate
8665775,"James Island Creek, 1 Mi. Above Ent.",South Carolina,+32.7450,-79.9483,Subordinate
8665613,"Wappoo Creek, Highway Bridge",South Carolina,+32.7667,-79.9733,Subordinate
8665495,South Ashley Bridge,South Carolina,+32.7833,-79.9567,Subordinate
8665145,Duck Island,South Carolina,+32.8300,-79.9667,Subordinate
8665101,Cosgrove Bridge,South Carolina,+32.8350,-79.9867,Subordinate
8665099,I-526 Bridge,South Carolina,+32.8367,-80.0217,Harmonic
8665002,"Drayton, Bee'S Ferry",South Carolina,+32.8483,-80.0517,Subordinate
8664841,Magnolia Gardens,South Carolina,+32.8767,-80.0833,Subordinate
8664532,"Greggs Landing, Mateeba Gardens",South Carolina,+32.9317,-80.1567,Subordinate
8664531,Bacon Bridge,South Carolina,+32.9583,-80.2033,Subordinate
TEC3127,Folly Island (Outer Coast),South Carolina,+32.6500,-79.9333,Subordinate
8666652,"Folly River Bridge, Folly Island",South Carolina,+32.6617,-79.9450,Subordinate
8665424,"Folly Creek, Hwy. 171 Bridge",South Carolina,+32.6750,-79.9517,Subordinate
8666467,"Folly River, North, Folly Island",South Carolina,+32.6700,-79.9167,Subordinate
8666767,Snake Island,South Carolina,+32.6400,-80.0150,Subordinate
8666283,Abbapoola Creek Entrance,South Carolina,+32.6767,-80.0067,Subordinate
8665641,Elliott Cut Entrance,South Carolina,+32.7633,-80.0017,Subordinate
8665599,"Pennys Creek, West Entrance",South Carolina,+32.7683,-80.0700,Subordinate
8665589,"Sandblasters, Pennys Creek",South Carolina,+32.7700,-80.0633,Subordinate
8665475,Limehouse Bridge,South Carolina,+32.7867,-80.1050,Subordinate
8665763,Church Flats,South Carolina,+32.7467,-80.1650,Subordinate
8667062,Kiawah River Bridge,South Carolina,+32.6033,-80.1317,Subordinate
8667281,"Ocella Creek, 2 Mi. Above Entrance",South Carolina,+32.5617,-80.2383,Subordinate
8667089,"Rockville, Bohicket Creek",South Carolina,+32.5983,-80.1950,Subordinate
8666918,"Ho-Non-Wah Boy Scout Camp, Bohicket Creek",South Carolina,+32.6250,-80.1667,Subordinate
8666282,"Oak Branch, Bohicket Creek",South Carolina,+32.6833,-80.0967,Subordinate
8667178,Point Of Pines,South Carolina,+32.5850,-80.2283,Subordinate
8666775,"Leadenwah Creek, 3 Mi. Above Entrance",South Carolina,+32.6367,-80.2017,Subordinate
8667075,"Steamboat Landing, Steamboat Creek",South Carolina,+32.6033,-80.2867,Subordinate
8667101,"Windsor Plantation, Russel Creek",South Carolina,+32.5983,-80.3450,Subordinate
8666799,"Dawho Bridge, Dawho River",South Carolina,+32.6367,-80.3417,Subordinate
8666552,"Park Island, Tom Point Creek",South Carolina,+32.6650,-80.3167,Subordinate
8666433,"Toogoodoo Creek, 2 Mi. Above Entrance",South Carolina,+32.6683,-80.2933,Subordinate
8666131,"Lower Toogoodoo Creek, 2 Mi. Above Entrance",South Carolina,+32.7033,-80.2783,Subordinate
8666699,Bluff Point,South Carolina,+32.6467,-80.2567,Subordinate
8666217,Yonges Island,South Carolina,+32.6950,-80.2233,Subordinate
8666101,"Johns Island, Church Creek",South Carolina,+32.7067,-80.1567,Subordinate
8666029,Church Creek Bridge,South Carolina,+32.7150,-80.0917,Subordinate
8667630,"Edisto Beach, Edisto Island",South Carolina,+32.5017,-80.2967,Subordinate
8667676,"Edisto Marina, Big Bay Creek Entrance",South Carolina,+32.4933,-80.3400,Subordinate
8667679,"Carters Dock, Big Bay Creek",South Carolina,+32.4933,-80.3267,Subordinate
8667425,"Peters Point, St. Pierre Creek",South Carolina,+32.5400,-80.3400,Subordinate
8667309,Fenwick Island,South Carolina,+32.5600,-80.4183,Subordinate
8667067,Pine Landing,South Carolina,+32.6033,-80.3883,Subordinate
8666616,Dawho River,South Carolina,+32.6567,-80.3917,Subordinate
8666367,"Willtown Bluff, Edisto River",South Carolina,+32.6817,-80.4167,Subordinate
8666167,"Hope Creek, Edisto River",South Carolina,+32.7000,-80.4267,Subordinate
8666017,"Penny Creek, South Of, Edisto River",South Carolina,+32.7150,-80.4367,Subordinate
8665737,Jacksonboro Camp,South Carolina,+32.7533,-80.4500,Subordinate
8665257,"Canaday Landing, South Of, Edisto River",South Carolina,+32.8133,-80.4067,Subordinate
8667783,Otter Island,South Carolina,+32.4767,-80.4200,Subordinate
8668227,"Johnson Creek Bridge, Hunting Island",South Carolina,+32.3917,-80.4383,Subordinate
8668146,Harbor River Bridge,South Carolina,+32.4033,-80.4533,Subordinate
8667524,Seabrook,South Carolina,+32.5233,-80.4067,Subordinate
8667482,"Ashepoo-Coosaw Cutoff, Icww",South Carolina,+32.5250,-80.4517,Subordinate
8667209,"Musselboro Island, Mosquito Creek",South Carolina,+32.5783,-80.4483,Subordinate
8667351,Hutchinson Island,South Carolina,+32.5517,-80.4817,Subordinate
8667201,Bluff Islands,South Carolina,+32.5783,-80.4933,Subordinate
8667017,"Brickyard Ferry, Swing Bridge",South Carolina,+32.6133,-80.4817,Subordinate
8666749,Airy Hall Plantation,South Carolina,+32.6317,-80.4717,Subordinate
8665814,Ashepoo,South Carolina,+32.7433,-80.5567,Subordinate
8667927,Village Creek Entrance,South Carolina,+32.4450,-80.5033,Subordinate
8668077,Village Creek Cemetery,South Carolina,+32.4167,-80.5200,Subordinate
